index,date,duration,item,month,network
35,18/10/2014 21:04,4.0,call,2014-11,Three
36,18/10/2014 21:06,1.0,sms,2014-11,Three
37,18/10/2014 21:23,1.0,sms,2014-11,Vodafone
38,18/10/2014 22:37,1.0,sms,2014-11,Three
39,19/10/2014 06:58,34.429,data,2014-11,Tesco
40,19/10/2014 14:47,53.0,call,2014-11,Three
41,19/10/2014 15:46,86.0,call,2014-11,Tesco
42,19/10/2014 16:21,23.0,call,2014-11,Three
43,19/10/2014 16:30,38.0,call,2014-11,Three
44,19/10/2014 20:25,428.0,call,2014-11,Three
45,20/10/2014 06:58,34.429,data,2014-11,Tesco
46,20/10/2014 09:43,69.0,call,2014-11,Tesco
47,20/10/2014 09:43,18.0,call,2014-11,Tesco
48,20/10/2014 13:55,3.0,call,2014-11,Vodafone
49,20/10/2014 13:56,6.0,call,2014-11,Tesco
50,20/10/2014 18:14,5.0,call,2014-11,Tesco
51,20/10/2014 18:24,131.0,call,2014-11,Vodafone
52,20/10/2014 19:59,1.0,sms,2014-11,Vodafone
53,20/10/2014 20:16,1.0,sms,2014-11,Vodafone
54,21/10/2014 06:58,34.429,data,2014-11,Tesco
55,21/10/2014 16:17,550.0,call,2014-11,Three
56,22/10/2014 06:58,34.429,data,2014-11,Tesco
57,22/10/2014 12:04,7.0,call,2014-11,Three
58,23/10/2014 06:58,34.429,data,2014-11,Tesco
59,23/10/2014 08:34,1940.0,call,2014-11,Tesco
60,23/10/2014 09:45,281.0,call,2014-11,Meteor
61,23/10/2014 10:46,1.0,sms,2014-11,Tesco
62,23/10/2014 10:54,1.0,sms,2014-11,Vodafone
63,23/10/2014 11:17,1.0,sms,2014-11,Vodafone
64,23/10/2014 11:25,24.0,call,2014-11,Vodafone
65,23/10/2014 17:48,263.0,call,2014-11,Meteor
66,24/10/2014 06:58,34.429,data,2014-11,Tesco
67,24/10/2014 13:35,1.0,sms,2014-11,Vodafone
68,24/10/2014 13:39,1.0,sms,2014-11,Vodafone
69,24/10/2014 13:39,1.0,sms,2014-11,Vodafone
70,24/10/2014 13:47,1.0,sms,2014-11,Vodafone
71,24/10/2014 13:48,1.0,sms,2014-11,Vodafone
72,24/10/2014 13:50,1.0,sms,2014-11,Vodafone
73,24/10/2014 13:57,1.0,sms,2014-11,Vodafone
74,24/10/2014 13:57,1.0,sms,2014-11,Vodafone
75,24/10/2014 14:20,1.0,sms,2014-11,Three
76,24/10/2014 14:27,1.0,sms,2014-11,Vodafone
77,24/10/2014 18:29,1.0,sms,2014-11,Vodafone
78,24/10/2014 18:33,387.0,call,2014-11,Tesco
79,24/10/2014 18:40,1.0,sms,2014-11,Vodafone
80,25/10/2014 06:58,34.429,data,2014-11,Tesco
81,26/10/2014 06:58,34.429,data,2014-11,Tesco
82,26/10/2014 14:51,4.0,call,2014-11,Three
83,26/10/2014 21:10,637.0,call,2014-11,Tesco
84,26/10/2014 21:22,28.0,call,2014-11,Meteor
85,26/10/2014 21:38,62.0,call,2014-11,Three
86,27/10/2014 01:45,3.0,call,2014-11,Tesco
87,27/10/2014 06:58,34.429,data,2014-11,Tesco
88,27/10/2014 11:03,146.0,call,2014-11,Three
89,27/10/2014 16:30,48.0,call,2014-11,Three
90,27/10/2014 19:20,862.0,call,2014-11,Three
91,27/10/2014 19:55,25.0,call,2014-11,Three
92,28/10/2014 06:58,34.429,data,2014-11,Tesco
93,28/10/2014 16:39,833.0,call,2014-11,Tesco
94,28/10/2014 20:44,206.0,call,2014-11,Tesco
95,29/10/2014 06:58,34.429,data,2014-11,Tesco
96,29/10/2014 12:56,442.0,call,2014-11,Vodafone
97,30/10/2014 06:58,34.429,data,2014-11,Tesco
98,30/10/2014 14:31,463.0,call,2014-11,Vodafone
99,30/10/2014 19:48,4.0,call,2014-11,Vodafone
100,30/10/2014 20:02,4.0,call,2014-11,Meteor
101,31/10/2014 06:58,34.429,data,2014-11,Tesco
102,31/10/2014 07:46,1.0,sms,2014-11,Vodafone
103,31/10/2014 08:00,1.0,sms,2014-11,Vodafone
104,31/10/2014 13:26,5.0,call,2014-11,Three
105,31/10/2014 13:27,1234.0,call,2014-11,Tesco
106,31/10/2014 14:10,43.0,call,2014-11,Three
107,31/10/2014 18:29,1.0,sms,2014-11,Three
108,31/10/2014 18:29,1.0,sms,2014-11,Three
109,31/10/2014 18:30,483.0,call,2014-11,Meteor
110,31/10/2014 18:39,3.0,call,2014-11,Tesco
111,01/11/2014 06:58,34.429,data,2014-11,Tesco
112,01/11/2014 15:13,955.0,call,2014-11,Vodafone
113,01/11/2014 17:54,4.0,call,2014-11,Tesco
114,02/11/2014 06:58,34.429,data,2014-11,Tesco
115,02/11/2014 14:34,459.0,call,2014-11,Three
116,02/11/2014 15:44,1023.0,call,2014-11,Three
117,02/11/2014 19:16,1025.0,call,2014-11,Three
118,02/11/2014 21:42,169.0,call,2014-11,Meteor
119,02/11/2014 22:55,8.0,call,2014-11,Meteor
120,03/11/2014 06:58,34.429,data,2014-11,Tesco
121,03/11/2014 08:40,1.0,sms,2014-11,special
122,03/11/2014 10:30,135.0,call,2014-11,Three
123,03/11/2014 10:37,7.0,call,2014-11,Vodafone
124,03/11/2014 10:47,37.0,call,2014-11,Vodafone
125,03/11/2014 14:04,1.0,sms,2014-11,Vodafone
126,03/11/2014 15:27,5.0,call,2014-11,Three
127,03/11/2014 16:07,123.0,call,2014-11,Tesco
128,03/11/2014 16:10,4.0,call,2014-11,Tesco
129,03/11/2014 17:03,90.0,call,2014-11,Vodafone
130,03/11/2014 22:36,3.0,call,2014-11,Tesco
131,04/11/2014 06:58,34.429,data,2014-11,Tesco
132,04/11/2014 11:58,1.0,sms,2014-11,Vodafone
133,04/11/2014 11:58,1.0,sms,2014-11,Vodafone
134,04/11/2014 13:12,1.0,sms,2014-11,Three
135,04/11/2014 14:05,1.0,sms,2014-11,Three
136,04/11/2014 14:26,1.0,call,2014-11,Tesco
137,04/11/2014 14:26,98.0,call,2014-11,Tesco
138,04/11/2014 16:13,1.0,sms,2014-11,Three
139,04/11/2014 16:19,8.0,call,2014-11,Meteor
140,04/11/2014 16:22,9.0,call,2014-11,Meteor
141,04/11/2014 16:24,4.0,call,2014-11,Meteor
142,04/11/2014 16:34,1.0,sms,2014-11,Three
143,04/11/2014 16:39,1.0,sms,2014-11,Meteor
144,04/11/2014 16:41,1.0,sms,2014-11,Meteor
145,04/11/2014 16:45,1.0,sms,2014-11,Three
146,04/11/2014 18:26,4.0,call,2014-11,Tesco
147,04/11/2014 20:15,11.0,call,2014-11,Three
148,04/11/2014 20:15,1.0,sms,2014-11,Meteor
149,04/11/2014 20:15,1.0,sms,2014-11,Meteor
150,04/11/2014 20:16,166.0,call,2014-11,Meteor
151,05/11/2014 06:58,34.429,data,2014-11,Tesco
152,05/11/2014 10:59,55.0,call,2014-11,Three
153,05/11/2014 11:30,1.0,sms,2014-11,Vodafone
154,05/11/2014 11:43,1.0,sms,2014-11,Vodafone
155,05/11/2014 12:43,1.0,sms,2014-11,Vodafone
156,05/11/2014 19:35,29.0,call,2014-11,Vodafone
157,06/11/2014 01:02,1.0,sms,2014-11,Vodafone
158,06/11/2014 01:02,1.0,sms,2014-11,Vodafone
159,06/11/2014 06:58,34.429,data,2014-11,Tesco
160,06/11/2014 09:04,1.0,sms,2014-11,Vodafone
161,06/11/2014 09:05,1.0,sms,2014-11,Vodafone
162,06/11/2014 09:47,150.0,call,2014-11,Vodafone
163,06/11/2014 09:50,89.0,call,2014-11,Three
164,06/11/2014 09:52,75.0,call,2014-11,Meteor
165,06/11/2014 09:54,5.0,call,2014-11,Three
166,06/11/2014 11:47,8.0,call,2014-11,Vodafone
167,06/11/2014 14:52,1.0,sms,2014-11,Vodafone
168,06/11/2014 18:02,279.0,call,2014-11,Tesco
169,06/11/2014 18:07,452.0,call,2014-11,Vodafone
170,07/11/2014 06:58,34.429,data,2014-11,Tesco
171,07/11/2014 09:33,1205.0,call,2014-11,Vodafone
172,07/11/2014 17:51,218.0,call,2014-11,Three
173,07/11/2014 21:04,1.0,sms,2014-11,Vodafone
174,07/11/2014 21:10,1.0,sms,2014-11,Vodafone
175,07/11/2014 21:12,1.0,sms,2014-11,Vodafone
176,07/11/2014 21:12,1.0,sms,2014-11,Vodafone
177,07/11/2014 21:19,1.0,sms,2014-11,Vodafone
178,07/11/2014 21:25,1.0,sms,2014-11,Vodafone
179,07/11/2014 21:31,1.0,sms,2014-11,Vodafone
180,07/11/2014 21:31,1.0,sms,2014-11,Vodafone
181,07/11/2014 22:04,1.0,sms,2014-11,Vodafone
182,08/11/2014 06:58,34.429,data,2014-11,Tesco
183,08/11/2014 16:33,41.0,call,2014-11,Three
184,08/11/2014 18:18,6.0,call,2014-11,Tesco
185,09/11/2014 01:41,1.0,sms,2014-11,Three
186,09/11/2014 01:49,1.0,sms,2014-11,Three
187,09/11/2014 01:50,1.0,sms,2014-11,Three
188,09/11/2014 02:04,1.0,sms,2014-11,Three
189,09/11/2014 06:58,34.429,data,2014-11,Tesco
190,09/11/2014 19:21,14.0,call,2014-11,Tesco
191,09/11/2014 22:09,3.0,call,2014-11,Three
192,10/11/2014 06:58,34.429,data,2014-11,Tesco
193,10/11/2014 09:29,178.0,call,2014-11,Vodafone
194,10/11/2014 11:36,412.0,call,2014-11,Three
195,10/11/2014 14:59,13.0,call,2014-11,Three
196,10/11/2014 15:15,459.0,call,2014-11,Three
197,10/11/2014 18:19,1.0,sms,2014-11,Three
198,10/11/2014 18:34,1.0,sms,2014-11,Three
199,11/11/2014 06:58,34.429,data,2014-11,Tesco
200,11/11/2014 09:28,3.0,call,2014-11,Vodafone
201,11/11/2014 11:32,3.0,call,2014-11,Vodafone
202,11/11/2014 11:37,1.0,sms,2014-11,Three
203,11/11/2014 12:39,36.0,call,2014-11,Three
204,11/11/2014 14:13,1.0,sms,2014-11,Meteor
205,11/11/2014 14:20,1.0,sms,2014-11,Meteor
206,11/11/2014 14:41,1.0,sms,2014-11,Meteor
207,11/11/2014 19:56,1.0,sms,2014-11,Three
208,12/11/2014 06:58,34.429,data,2014-11,Tesco
209,12/11/2014 10:48,1.0,sms,2014-11,Vodafone
210,12/11/2014 10:48,1.0,sms,2014-11,Three
211,12/11/2014 10:48,1.0,sms,2014-11,Vodafone
212,12/11/2014 10:49,1.0,sms,2014-11,Three
213,12/11/2014 12:04,1.0,sms,2014-11,Three
214,12/11/2014 13:49,1.0,sms,2014-11,Vodafone
215,12/11/2014 16:16,1.0,sms,2014-11,Vodafone
216,12/11/2014 16:19,4.0,call,2014-11,Tesco
217,12/11/2014 16:42,1.0,sms,2014-11,Vodafone
218,12/11/2014 16:42,1.0,sms,2014-11,Vodafone
219,12/11/2014 17:14,1.0,sms,2014-11,Vodafone
220,12/11/2014 17:14,1.0,sms,2014-11,Vodafone
221,12/11/2014 17:49,1.0,sms,2014-11,Three
222,12/11/2014 17:56,145.0,call,2014-11,Three
223,12/11/2014 17:59,1001.0,call,2014-11,Three
224,12/11/2014 19:01,7.0,call,2014-11,Vodafone
225,12/11/2014 19:18,1.0,sms,2014-11,Three
226,12/11/2014 19:18,1.0,sms,2014-11,Three
227,12/11/2014 19:20,1.0,sms,2014-11,Vodafone
228,13/11/2014 06:58,34.429,data,2014-12,Tesco
229,13/11/2014 22:30,1.0,sms,2014-11,Three
230,13/11/2014 22:31,1.0,sms,2014-11,Vodafone
231,14/11/2014 06:58,34.429,data,2014-12,Tesco
232,14/11/2014 17:24,124.0,call,2014-12,Tesco
233,14/11/2014 17:28,1.0,sms,2014-12,Vodafone
234,15/11/2014 06:58,34.429,data,2014-12,Tesco
235,16/11/2014 06:58,34.429,data,2014-12,Tesco
236,16/11/2014 14:05,4.0,call,2014-12,Vodafone
237,17/11/2014 06:58,34.429,data,2014-12,Tesco
238,18/11/2014 06:58,34.429,data,2014-12,Tesco
239,18/11/2014 08:22,1.0,sms,2014-12,Vodafone
240,18/11/2014 08:29,1.0,sms,2014-12,Vodafone
241,18/11/2014 08:29,1.0,sms,2014-12,Vodafone
242,18/11/2014 08:33,1.0,sms,2014-12,Vodafone
243,18/11/2014 08:34,1.0,sms,2014-12,Vodafone
244,18/11/2014 08:34,1.0,sms,2014-12,Vodafone
245,18/11/2014 08:39,1.0,sms,2014-12,Vodafone
246,18/11/2014 08:42,1.0,sms,2014-12,Vodafone
247,18/11/2014 08:45,1.0,sms,2014-12,Vodafone
248,18/11/2014 09:35,1.0,sms,2014-12,Vodafone
249,19/11/2014 06:58,34.429,data,2014-12,Tesco
250,19/11/2014 14:05,128.0,call,2014-12,Tesco
251,19/11/2014 14:11,249.0,call,2014-12,Meteor
252,19/11/2014 18:56,2120.0,call,2014-12,Three
253,19/11/2014 22:48,1.0,sms,2014-12,Vodafone
254,20/11/2014 06:58,34.429,data,2014-12,Tesco
255,20/11/2014 14:57,71.0,call,2014-12,Tesco
256,20/11/2014 14:59,56.0,call,2014-12,Three
257,20/11/2014 16:22,1.0,sms,2014-12,Meteor
258,20/11/2014 19:08,9.0,call,2014-12,Three
259,20/11/2014 21:03,3.0,call,2014-12,Three
260,20/11/2014 21:03,3.0,call,2014-12,Three
261,21/11/2014 00:17,17.0,call,2014-12,Tesco
262,21/11/2014 01:13,1.0,sms,2014-12,Vodafone
263,21/11/2014 06:58,34.429,data,2014-12,Tesco
264,21/11/2014 10:29,1.0,sms,2014-12,Meteor
265,21/11/2014 10:29,1.0,sms,2014-12,Meteor
266,21/11/2014 10:30,1.0,sms,2014-12,Meteor
267,21/11/2014 11:29,8.0,call,2014-12,Tesco
268,21/11/2014 11:31,982.0,call,2014-12,Vodafone
269,21/11/2014 11:49,11.0,call,2014-12,Tesco
270,21/11/2014 11:50,34.0,call,2014-12,Three
271,21/11/2014 11:50,8.0,call,2014-12,Three
272,21/11/2014 13:31,600.0,call,2014-12,Tesco
273,21/11/2014 18:07,244.0,call,2014-12,Meteor
274,22/11/2014 02:10,186.0,call,2014-12,Tesco
275,22/11/2014 06:58,34.429,data,2014-12,Tesco
276,22/11/2014 12:02,75.0,call,2014-12,Meteor
277,22/11/2014 12:10,90.0,call,2014-12,Vodafone
278,22/11/2014 14:30,13.0,call,2014-12,Vodafone
279,22/11/2014 14:33,20.0,call,2014-12,Vodafone
280,22/11/2014 14:34,2.0,call,2014-12,Vodafone
281,23/11/2014 06:58,34.429,data,2014-12,Tesco
282,23/11/2014 13:24,208.0,call,2014-12,Three
283,23/11/2014 16:10,107.0,call,2014-12,Three
284,23/11/2014 17:36,55.0,call,2014-12,Three
285,23/11/2014 17:53,5.0,call,2014-12,Three
286,23/11/2014 17:53,20.0,call,2014-12,Three
287,23/11/2014 17:54,2.0,call,2014-12,Three
288,24/11/2014 06:58,34.429,data,2014-12,Tesco
289,24/11/2014 09:40,1.0,sms,2014-12,Three
290,24/11/2014 12:24,4.0,call,2014-12,Meteor
291,25/11/2014 06:58,34.429,data,2014-12,Tesco
292,25/11/2014 11:25,21.0,call,2014-12,Vodafone
293,25/11/2014 16:09,1.0,sms,2014-12,Meteor
294,25/11/2014 16:19,1.0,sms,2014-12,Meteor
295,25/11/2014 17:10,114.0,call,2014-12,Meteor
296,25/11/2014 18:06,1.0,sms,2014-12,Meteor
297,25/11/2014 18:18,81.0,call,2014-12,Meteor
298,25/11/2014 18:47,174.0,call,2014-12,Tesco
299,25/11/2014 19:10,71.0,call,2014-12,Tesco
300,25/11/2014 19:20,40.0,call,2014-12,Tesco
301,25/11/2014 19:21,29.0,call,2014-12,Tesco
302,25/11/2014 19:25,37.0,call,2014-12,Tesco
303,25/11/2014 19:26,63.0,call,2014-12,Tesco
304,25/11/2014 20:39,1.0,sms,2014-12,Three
305,26/11/2014 06:58,34.429,data,2014-12,Tesco
306,26/11/2014 07:03,14.0,call,2014-12,Meteor
307,26/11/2014 07:15,1.0,sms,2014-12,Vodafone
308,26/11/2014 07:57,1.0,sms,2014-12,Vodafone
309,26/11/2014 07:59,4.0,call,2014-12,Three
310,26/11/2014 08:00,1.0,sms,2014-12,Vodafone
311,26/11/2014 08:13,10.0,call,2014-12,Three
312,26/11/2014 08:16,3.0,call,2014-12,Three
313,26/11/2014 08:26,3.0,call,2014-12,Three
314,26/11/2014 08:27,3.0,call,2014-12,Three
315,26/11/2014 09:01,1.0,sms,2014-12,Meteor
316,26/11/2014 11:53,1.0,sms,2014-12,Meteor
317,26/11/2014 11:54,1.0,sms,2014-12,Meteor
318,26/11/2014 11:54,1.0,sms,2014-12,Meteor
319,26/11/2014 11:56,1.0,sms,2014-12,Meteor
320,26/11/2014 17:48,3.0,call,2014-12,Three
321,27/11/2014 06:58,34.429,data,2014-12,Tesco
322,27/11/2014 16:53,1116.0,call,2014-12,Three
323,27/11/2014 18:38,1.0,sms,2014-12,Three
324,28/11/2014 06:58,34.429,data,2014-12,Tesco
325,28/11/2014 13:05,1.0,sms,2014-12,Three
326,28/11/2014 13:12,1.0,sms,2014-12,Three
327,28/11/2014 19:03,143.0,call,2014-12,Tesco
328,29/11/2014 06:58,34.429,data,2014-12,Tesco
329,29/11/2014 14:44,151.0,call,2014-12,Three
330,30/11/2014 06:58,34.429,data,2014-12,Tesco
331,30/11/2014 11:45,1.0,sms,2014-12,Three
332,30/11/2014 11:48,1.0,sms,2014-12,Three
333,30/11/2014 11:48,1.0,sms,2014-12,Three
334,30/11/2014 12:06,1.0,sms,2014-12,Three
335,30/11/2014 14:24,1.0,sms,2014-12,Three
336,30/11/2014 14:44,1.0,sms,2014-12,Three
337,30/11/2014 14:51,4.0,call,2014-12,Three
338,01/12/2014 06:58,34.429,data,2014-12,Tesco
339,01/12/2014 12:51,1.0,sms,2014-12,Three
340,01/12/2014 12:59,1.0,sms,2014-12,Three
341,02/12/2014 06:58,34.429,data,2014-12,Tesco
342,02/12/2014 11:40,526.0,call,2014-12,Meteor
343,03/12/2014 06:58,34.429,data,2014-12,Tesco
344,03/12/2014 15:01,844.0,call,2014-12,Tesco
345,03/12/2014 18:10,383.0,call,2014-12,Tesco
346,04/12/2014 06:58,34.429,data,2014-12,Tesco
347,04/12/2014 13:52,6.0,call,2014-12,Vodafone
348,04/12/2014 15:34,37.0,call,2014-12,Three
349,04/12/2014 16:02,15.0,call,2014-12,Meteor
350,04/12/2014 23:41,71.0,call,2014-12,Tesco
351,05/12/2014 06:58,34.429,data,2014-12,Tesco
352,05/12/2014 16:49,465.0,call,2014-12,Tesco
353,05/12/2014 18:17,153.0,call,2014-12,Tesco
354,05/12/2014 18:25,826.0,call,2014-12,Three
355,06/12/2014 06:58,34.429,data,2014-12,Tesco
356,06/12/2014 11:33,442.0,call,2014-12,Meteor
357,06/12/2014 18:25,1.0,sms,2014-12,Vodafone
358,06/12/2014 18:26,1.0,sms,2014-12,Tesco
359,06/12/2014 18:26,1.0,sms,2014-12,Vodafone
360,06/12/2014 18:27,1.0,sms,2014-12,world
361,06/12/2014 18:28,1.0,sms,2014-12,world
362,06/12/2014 19:40,191.0,call,2014-12,Meteor
363,07/12/2014 06:58,34.429,data,2014-12,Tesco
364,07/12/2014 13:03,99.0,call,2014-12,Tesco
365,07/12/2014 13:45,428.0,call,2014-12,Three
366,07/12/2014 14:39,3.0,call,2014-12,Three
367,07/12/2014 20:23,727.0,call,2014-12,Three
368,07/12/2014 20:36,33.0,call,2014-12,Tesco
369,07/12/2014 20:37,120.0,call,2014-12,Three
370,07/12/2014 23:22,1.0,sms,2014-12,world
371,07/12/2014 23:22,1.0,sms,2014-12,world
372,08/12/2014 06:58,34.429,data,2014-12,Tesco
373,08/12/2014 17:38,55.0,call,2014-12,Meteor
374,09/12/2014 06:58,34.429,data,2014-12,Tesco
375,09/12/2014 18:32,28.0,call,2014-12,Tesco
376,10/12/2014 06:58,34.429,data,2014-12,Tesco
377,11/12/2014 06:58,34.429,data,2014-12,Tesco
378,12/12/2014 06:58,34.429,data,2014-12,Tesco
379,12/12/2014 11:00,112.0,call,2014-12,Vodafone
380,12/12/2014 18:14,52.0,call,2014-12,Vodafone
381,13/12/2014 06:58,34.429,data,2015-01,Tesco
382,13/12/2014 14:56,223.0,call,2014-12,Three
383,14/12/2014 02:05,14.0,call,2014-12,Tesco
384,14/12/2014 02:07,8.0,call,2014-12,Tesco
385,14/12/2014 02:09,74.0,call,2014-12,Tesco
386,14/12/2014 06:58,34.429,data,2015-01,Tesco
387,14/12/2014 15:28,59.0,call,2014-12,Tesco
388,14/12/2014 19:54,25.0,call,2014-12,Three
389,15/12/2014 06:58,34.429,data,2015-01,Tesco
390,15/12/2014 19:56,1.0,sms,2015-01,Three
391,15/12/2014 19:58,1.0,sms,2015-01,Three
392,15/12/2014 20:03,4.0,call,2015-01,Three
393,15/12/2014 20:10,1.0,sms,2015-01,Vodafone
394,15/12/2014 20:10,1.0,sms,2015-01,Three
395,15/12/2014 23:12,1.0,sms,2015-01,Three
396,16/12/2014 06:58,34.429,data,2015-01,Tesco
397,17/12/2014 06:58,34.429,data,2015-01,Tesco
398,17/12/2014 18:08,1859.0,call,2015-01,Vodafone
399,17/12/2014 23:26,1.0,sms,2015-01,Vodafone
400,18/12/2014 06:58,34.429,data,2015-01,Tesco
401,18/12/2014 12:36,61.0,call,2015-01,Three
402,18/12/2014 15:46,268.0,call,2015-01,Meteor
403,18/12/2014 15:57,192.0,call,2015-01,Meteor
404,18/12/2014 16:10,14.0,call,2015-01,Meteor
405,18/12/2014 17:54,17.0,call,2015-01,Three
406,18/12/2014 19:05,46.0,call,2015-01,Tesco
407,18/12/2014 21:58,4.0,call,2015-01,Meteor
408,18/12/2014 21:59,4.0,call,2015-01,Meteor
409,19/12/2014 06:58,34.429,data,2015-01,Tesco
410,19/12/2014 08:57,1.0,sms,2015-01,Vodafone
411,19/12/2014 10:14,41.0,call,2015-01,Three
412,19/12/2014 12:40,3.0,call,2015-01,Three
413,19/12/2014 12:41,217.0,call,2015-01,Tesco
414,19/12/2014 12:41,18.0,call,2015-01,Three
415,19/12/2014 14:48,58.0,call,2015-01,Meteor
416,19/12/2014 16:49,48.0,call,2015-01,Tesco
417,19/12/2014 16:51,543.0,call,2015-01,Tesco
418,19/12/2014 17:00,131.0,call,2015-01,Three
419,19/12/2014 18:44,1.0,sms,2015-01,Vodafone
420,20/12/2014 06:58,34.429,data,2015-01,Tesco
421,20/12/2014 14:39,1.0,sms,2015-01,Tesco
422,20/12/2014 15:20,1.0,sms,2015-01,Tesco
423,20/12/2014 15:53,553.0,call,2015-01,Meteor
424,20/12/2014 16:09,1.0,sms,2015-01,Tesco
425,21/12/2014 00:05,54.0,call,2015-01,Meteor
426,21/12/2014 06:58,34.429,data,2015-01,Tesco
427,22/12/2014 06:58,34.429,data,2015-01,Tesco
428,22/12/2014 10:42,489.0,call,2015-01,Tesco
429,22/12/2014 11:22,1.0,sms,2015-01,Vodafone
430,22/12/2014 11:22,1.0,sms,2015-01,Meteor
431,22/12/2014 13:33,46.0,call,2015-01,Vodafone
432,22/12/2014 14:09,1.0,sms,2015-01,Vodafone
433,22/12/2014 14:15,47.0,call,2015-01,Vodafone
434,22/12/2014 18:03,1.0,sms,2015-01,Vodafone
435,22/12/2014 18:03,1.0,sms,2015-01,Vodafone
436,22/12/2014 18:03,1.0,sms,2015-01,Vodafone
437,22/12/2014 19:10,1.0,sms,2015-01,Vodafone
438,22/12/2014 19:12,566.0,call,2015-01,Tesco
439,22/12/2014 19:35,1.0,sms,2015-01,Meteor
440,22/12/2014 19:36,1.0,sms,2015-01,Meteor
441,22/12/2014 23:12,956.0,call,2015-01,Three
442,23/12/2014 00:57,55.0,call,2015-01,Tesco
443,23/12/2014 06:58,34.429,data,2015-01,Tesco
444,23/12/2014 09:17,145.0,call,2015-01,Tesco
445,23/12/2014 11:03,40.0,call,2015-01,Tesco
446,23/12/2014 12:49,449.0,call,2015-01,Three
447,23/12/2014 15:39,1.0,sms,2015-01,Vodafone
448,23/12/2014 15:40,37.0,call,2015-01,Tesco
449,23/12/2014 15:43,1.0,sms,2015-01,Vodafone
450,23/12/2014 19:45,39.0,call,2015-01,Tesco
451,23/12/2014 20:02,28.0,call,2015-01,Tesco
452,23/12/2014 21:06,1.0,sms,2015-01,Vodafone
453,24/12/2014 06:58,34.429,data,2015-01,Tesco
454,24/12/2014 13:22,4.0,call,2015-01,Three
455,24/12/2014 13:29,234.0,call,2015-01,Tesco
456,24/12/2014 13:56,165.0,call,2015-01,Three
457,24/12/2014 13:56,3.0,call,2015-01,Three
458,24/12/2014 17:06,1.0,sms,2015-01,Vodafone
459,24/12/2014 17:07,37.0,call,2015-01,Vodafone
460,24/12/2014 18:44,5.0,call,2015-01,Meteor
461,24/12/2014 20:44,4.0,call,2015-01,Meteor
462,24/12/2014 23:34,1.0,sms,2015-01,Three
463,25/12/2014 06:58,34.429,data,2015-01,Tesco
464,25/12/2014 12:27,1.0,sms,2015-01,Vodafone
465,26/12/2014 06:58,34.429,data,2015-01,Tesco
466,26/12/2014 11:09,101.0,call,2015-01,Tesco
467,26/12/2014 11:48,1.0,sms,2015-01,Vodafone
468,27/12/2014 06:58,34.429,data,2015-01,Tesco
469,27/12/2014 22:30,1.0,sms,2015-01,Meteor
470,27/12/2014 22:30,1.0,sms,2015-01,Meteor
471,27/12/2014 22:30,1.0,sms,2015-01,Meteor
472,27/12/2014 22:30,1.0,sms,2015-01,Meteor
473,28/12/2014 06:58,34.429,data,2015-01,Tesco
474,29/12/2014 06:58,34.429,data,2015-01,Tesco
475,29/12/2014 12:09,368.0,call,2015-01,Tesco
476,30/12/2014 06:58,34.429,data,2015-01,Tesco
477,30/12/2014 11:57,1.0,sms,2015-01,Three
478,30/12/2014 11:57,1.0,sms,2015-01,Three
479,30/12/2014 12:01,1.0,sms,2015-01,Three
